Difference of "all_files" between "a1.0.8_01" and "a1.0.9".
Changed file "im.class" from "e9be15e52e295beccad224e017f1ba30414f8293" to "e50e763f4591f1e166d698fb97f98ad1853d3d9e".
Changed file "in.class" from "30ad4db938424f7f72bca48ba526711fc6f5cdf6" to "51f945151b466435556760509b48f31bca7077c4".
Changed file "io.class" from "0d16c20e97bdd5c8f7976f23e44a15a92f090960" to "12f14b4fe2ec1dae8b6e840617f8f441e25fc899".
Changed file "ip.class" from "af74555a345e4ab7e5d7459290b95f6956f09b89" to "a486a115f122f643562477fb1e95b82b706fce5b".
Changed file "iq.class" from "2dc330164ddebde4524d1de2dee7191bf195b1cb" to "18a5ed8dc23bf9a62cd602a92eaf43fd6170c6a9".
Changed file "ir.class" from "a924c9fc2a005dd276732d3b957ba7d065ba9ad3" to "649a95faf4cbbd5272475c9eefdfad03f588910d".
Changed file "is.class" from "4b1060ba73e753caa0e0bc67b4119c85c7ee955d" to "de3cb69501b452839659057729c48117ca644d0f".
Changed file "it.class" from "2b35707f49b7a78524dbe50e812dec4e20fae9c0" to "7d9269bdadca3be3ec373393cbc4fbcefe5dee91".
Changed file "iu.class" from "8518cbb0e93e4d04f8f1ec2e9d4aaeb210b997db" to "876b46e2259d8be536681605a20c1232f47d6b31".
Changed file "iv.class" from "37f7a890a99e9725df7aef3ba6b578134ec2be46" to "8feeb58ba49203f110760b4214006e867698e7c4".
Changed file "iw.class" from "e11fe6913f15e1f8e4ac66a684160ff033a7d093" to "15ba1f873d9c6d9caf17b072fa519e8812eefe71".
Changed file "ix.class" from "0c467a84d5f8e286d2f6f62fdd6e46331f2f6a0d" to "0c6b4a07fb3c7860a7356699a266335ac531be03".
Changed file "iy.class" from "69ba81fe3f9234f0ace201f0c69e80aaf88571fa" to "4ffc8c2cdda390b8f0fbf53c7b1865c2e1c4b230".
Changed file "iz.class" from "4168451de4b462099b9d62a9d4d2ea8cb4257bf6" to "ede0b853305c0b3ef48fc02def30c49c2114f9d0".
Changed file "ja.class" from "ac37b156ea46eeabb740a9873cc1e72b95dd3f2a" to "d79522cc515dd6087d9fadddb0e4543b8273f15e".
Changed file "jb.class" from "8f8cde307bfae9567d13a5c09bf8246d60caa739" to "11af796b4ed62d6aff429e31f0f5fada76f55a0d".
Changed file "jc.class" from "860110da8a7db7ff4b7335bdf00036479a416c4c" to "3e7b6f5d5685869d3b4048d32c64f5b856b5d179".
Changed file "jd.class" from "d486b9519ce5d445c621bcfdd446cded00743486" to "4f093f3c8702fc409d09bebe049e747f035d4213".
Changed file "je.class" from "a367c060ee48cbf6ba82c87ad9cb551fa1009b30" to "33ae43b424916c9db607973c5f32db3e891ccc6c".
Changed file "jf.class" from "1df3f923265886df9bcc59790ebd158783ad5b85" to "7025e7c5c5758c4fa3e27337a1632811fbe8c3b0".
Changed file "jg.class" from "6c0d948696095311b7800cdcee67821d81d94dc2" to "5019493f675e34bcbefe5a78c979aa16ad22b015".
Changed file "jh.class" from "d1953126d21d093eb99783fc83102a82160e1be8" to "02b4248a4d9fb15c0f867e142774370dae1fc6e9".
Changed file "ji.class" from "2723a5a235dc9d2e00c786b3ea508a18d84b4b3b" to "0002dc3a0332db33052025da3a57bbf92c971c48".
Changed file "jj.class" from "aa02a05df8ad9e3f59571e1541b593ac057484e5" to "3f89176f10b3def4118a754339ac24098818b2b8".
Changed file "jk.class" from "e465cf99506d544b8c8fe560c48e4f1dda13cf09" to "8307bc73576c8439a8c7eb7e5361f3961bef1c65".
Changed file "jl.class" from "a625d02566480454c917fd0743e24d2035ec5afc" to "e3fc5af3d358942c98ac6dc740869467b4dca68f".
Changed file "jm.class" from "e76ce462575228c22df501456afdd03ed34dbf23" to "bbcfae2e1358769c60fe314f08abf97b542486df".
Changed file "jn.class" from "098414c223837e2a55fabba6de8c8b88571ad31f" to "70b17e6d7f502e9aeb65e7a4c002d5db38f2937a".
Changed file "jo.class" from "76bedbeb51ffaf0740e1fd7f53a476ec0f7cc50c" to "0a5d866436e7b53f57e969a38deecfb5bceb5bad".
Changed file "jp.class" from "97d0407250e291d836e8d9c0ae92e601939d487f" to "b8b19bb6c3820aa1c842727a798c74e4b333d343".
Changed file "jq.class" from "b5bd8073552842d04d36786bf3b1c28f41e053e2" to "c1a3968d911fc3666a78c8238160d42af6c4bcd3".
Changed file "jr.class" from "1340af37542f678d708cfec9a839375a569af31b" to "42871b78c335f59cfd4f394b3c7b0f01108a1723".
Changed file "js.class" from "ccafed5e145efbec2f3c602ec312556da84fce40" to "b06e8714cd197c4b8c21dd43583f920210f7c155".
Changed file "jt.class" from "a8868feebea2c48381521ccf6757dc50093a2989" to "419713df882199cec8f5c64e5cb823432321780f".
Changed file "ju.class" from "f33e9044d1872485151688a049b780f9ad08d443" to "eb693d3405045be7c58dc82371bcb79e8e051c8b".
Changed file "jv.class" from "6f88bdda9c7169264c5aa0e55a1cf14ce92a0759" to "1ff309ac8626d7ec8a6bbd6895c55855bf4244d1".
Changed file "jw.class" from "577b408596242ac613053e7aafc924c4e828be1c" to "b8a98aecb1b5ffb9ad1bb512d511cb4305286759".
Changed file "jx.class" from "3cd331f930f6c874db367a5c8d8c165b554178e0" to "24fc65bbdd64d6434ad9fb388f26b672c2b5ca22".
Changed file "jy.class" from "8e4d8de81e78dd57b91089edaf0062d3ff4ce956" to "749c4623cd4a61867f697947a97d25fba0bacaaa".
Changed file "jz.class" from "f383b37e99e3521f313f6d42e04fde8c22e25250" to "e96727bad5d845ecc150f5b6d1e770e4541f5db4".
Changed file "ka.class" from "03451c1b3ad46818042433991728ac0fb6ef71bc" to "d4fe3b42e5536581688e56123aff159a44a83e8e".
Changed file "kb.class" from "94bc2f016abe4c08de8200a3c0be99a08ffa7473" to "ce688b27aaf4fae41c866e218597c5d9a7b3ba5d".
Changed file "kc.class" from "853fcd6e3ab0c2c62c2ca700d65c05a338e25586" to "a583685b51f444b36f7c9db92897e026a790a3b4".
Changed file "kd.class" from "b76346def04381e56d3999f0afa9a8b97ee4dc43" to "9e1b44e8ffeee31714ace5dcfb6cf9075de584ad".
Changed file "ke.class" from "4a4a92672c936e53f96cb1f8503cb37d2a0f9a6f" to "511ebe0b4734cd1758f018c3fe4bb0d4956a412e".
Changed file "kf.class" from "252b5eabad32e9346f48055942a4ad2ee51e8766" to "a4540d4207baa4aa927d923e0d37e2384d3f71ee".
Changed file "kg.class" from "c9efaafe33767abf3f61e12314cabf42e4f3f3c4" to "f953508eafaf7fa73724f6a37aa0b43ea128ab80".
Changed file "kh.class" from "a20e181368725f72229a628c0efd36de503ef5be" to "c0f46ea112294523c70c22910959d4f912f4b000".
Changed file "ki.class" from "dbf8855de466a2298e90c3772cb10c725cbc8d74" to "084f41aa404ba62a3d383321eac29babb75c635f".
Changed file "kj.class" from "eec3770abc80186d4d50d8f4eebd9930ef8ce779" to "f73d140a76da2441b91f19d417618240af24d496".
Changed file "kk.class" from "17084ffbfaeeb814dd264f68bf419889b32111a1" to "244dd6ff4da7b5256b85e8ad11c00ad2e1e72bdb".
Changed file "kl.class" from "6a7eaecc4becb651370ffb71b67b7913f18ce3dd" to "dbb722150ef7a5c05361e47c5aa16069c567e522".
Changed file "km.class" from "4dfcffcab57ab2c7b992239500003d18b5a5e662" to "5f6c756eeb6f4e0fbb93f9deb87375d2b758ae72".
Changed file "kn.class" from "3d8cacf73080d9e7e7dfcb135a39878449fa2627" to "55766d980cbd298ef9a48ba210fec030812d4e8c".
Changed file "ko.class" from "9e22413cdcbb7eeaa03fddbfc40f1e25fe797e0a" to "8023473dcda944e3bed5183e3c87fd957cf9069a".
Changed file "kp.class" from "06594587fec87f9fb84533521477d843aa359c25" to "4bf05aaad79c9ca0f2e8a932c0ef96972806bc6e".
Changed file "kq.class" from "ba8e8a34ff0a2ca5a89cd9123a7556592fe91e55" to "561b9464b5e5bc671196516553546b552470be21".
Changed file "kr.class" from "328979d8b4934967cf0a8772e2f4fa87d63f77b5" to "66d1bdb4470f33bdc79b62aead03f1c871ba3bb9".
Changed file "ks.class" from "7868de2f0c446b1c59be388192f2ec9e42e3716f" to "2119813eeae3ef40277b1af4022e77ecdfe3250b".
Changed file "kt.class" from "17a75130fe8555328ee29aaca49954fc3e4a26fc" to "613f8f9193219d22060a2f0ff067456037e1369a".
Changed file "ku.class" from "bec14e0085bb14aee063dbb6049bcebfc8ef341f" to "f258cca1d83b140439200e770bfdd5adcd7695f8".
Changed file "kv.class" from "7c3e497d0dad6823cf08b297cdd4ee1dd883ed7c" to "d1aa2cc0d3e86de1c86d39311585c42961e844eb".
Changed file "kw.class" from "bc8379ac59504b802342b4872775830e97e56562" to "110a78b775bd78dbf064757de304fb2a93d39b9f".
Changed file "kx.class" from "ea459085008b8ada2615d6efd2be25590fea6513" to "26edd105fa27bba5add42d54c4743055335f9a69".
Changed file "ky.class" from "77312f90b31456224c2e5482f4b56bd14ee34a15" to "1b0e1df25aebc66343dafe058c6568871eac9194".
Changed file "kz.class" from "e54fe9800ca14ff9b762040b0a1f9ab6f6bb9443" to "9f67dccaec151c188576afc7bd86ff48cdefac95".
Changed file "l.class" from "6cf82d7ba6640c8f45b15251c3b20a96d7422b7d" to "716017492232eb4ff5f4923d299edabf1c760fba".
Changed file "la.class" from "c56ff972be170d62b99494dac9d655f9bf2ef68d" to "f43d1856bed9104ce1fd67280dfb461acbebd856".
Changed file "lb.class" from "e099c2e823f221916f920bd538715e2481a0d0bf" to "99c7d92d579a1940d95008f88c6109517fee8f36".
Changed file "lc.class" from "86046e7b662868580ea8d66e117ba7393ac573f5" to "3443046d6694215e074c132ba7802cb07fd4a995".
Changed file "ld.class" from "dbd6d2f8bc6655049e20827c846e8969a4063ead" to "dfa0a73e5b33a57bb2454ff2fee1cb7ff9b3b85b".
Changed file "le.class" from "0345ed8c766fa18c8eaa38fdd74a8e9ccc242231" to "e13d51b271726dbf27510c0cd814ad4d67703ac3".
Changed file "lf.class" from "a9ec713d8ccff998378b31e335e3900297d4cc33" to "2770b73abf52e060b4be2d727fbcabdd8203b6a9".
Changed file "lg.class" from "19878d637c95e9efe36bfd4e58e3be3f3e1943d1" to "288729cc1abd1b52d1d7fb20d468a7965fdc2433".
Changed file "lh.class" from "4e5d8ae7e8192f42cec43314ea9d97d2a0212c42" to "b14f72bbee09eda5d77efad890823cd180a1c55a".
Changed file "li.class" from "0251b0b23989a64f96e1bda16e72d86f74091c6e" to "0c184aadebe8edab3e2b11fe190fdeb0d213484d".
Changed file "lj.class" from "ef775a6dcf642cc45103e0a3c3c910a81a47c15d" to "8481e6b92668b8bebc57c3a4e1133d510802db0d".
Changed file "lk.class" from "840245acb820b112e1daf43b35eec11a35785150" to "9208bdbdd34eb248d34f6cd81ed2d15494709a7d".
Changed file "ll.class" from "6c1ae11691b68ef4121f193c464e85cd0a39c14e" to "27cb2060c2e58024eb952beb54b9f3baf9e83a7d".
Changed file "lm.class" from "a29269a28103446048197b315ebd1b41f14257d0" to "146c2b19581d7d46fcd41d0222c503260dc0f616".
Changed file "ln.class" from "7db6aba4c344dfb756ed5890f2631862df8f427f" to "1ea802c3efd661fa623fbdd09c1381b17ed951a2".
Changed file "lo.class" from "734900e39fcb2e1c726083d0bef89b1f66c19a6e" to "4dfa806d2d9c46ed05314c8234510732606536d3".
Changed file "lp.class" from "f4d5fed6360e61c04f09cf4f95dad34520452adc" to "2d203eb6622b4dbc04c1bf67d866c95ec5936992".
Changed file "lq.class" from "f6310f9f24075cca0a4461aaaf76414c7c889e4c" to "eabe987737735e4d9ee56182b5cf16639655f246".
Changed file "lr.class" from "0472984df30b562afe531231e92be4b18873f85e" to "f5477f9dc47b3252e612d813905749656b9d57a0".
Changed file "ls.class" from "543bc6e56bedda0ee5096f0888bd5b620f9bc754" to "7aa7eb86f2e91754ca5fb11c5cc33a03e9f2f0a4".
Changed file "lt.class" from "31aae3f9042d6c7a20b9e82b9060c520bc3273db" to "c6518d8f90cc94588d618fdc329714ff77a779e9".
Changed file "lu.class" from "6204c65fcb9b4798142ce52b1891c7d51824f768" to "2caa989c989a7766ed375a739c89a028d29581bd".
Changed file "lv.class" from "df28254fcdbd305dc5a9e0562293c3ef4f9ca1d8" to "c17ee96062ed3764624d996c0c20c0fa418eae40".
Changed file "lw.class" from "33876ddba0e0179e0333668dcd1466f6797af7cc" to "03d0d2971f1b1401a32fd168c504a3ad783c6a76".
Changed file "lx.class" from "6a93431b2fe13d390ca02620bf57602733e03ab4" to "5771f1982418409c275059e50c438245db9ae7d0".
Changed file "ly.class" from "ee58d6d4504cd026f3d6a7a5a0c77714d06c4d5c" to "3ebc71ffdccf125f0402645b3c901b5008ac4cbe".
Changed file "lz.class" from "fa4b1bc7006f0a9e0b1e8a8113cb606b2a9d7dc2" to "323b5d22a0e0ea1dac9567f3046ac386812cc823".
Changed file "m.class" from "261a128ea70d5b33cd102cfa85e6183564162a05" to "f95652510ddd6557e7908262e2d99bffc24d841b".
Changed file "ma.class" from "52d13281ad4d9c38ff0b8b312d3b163fa0cb6e04" to "10e2cb09cc849c477b72aae68725e9b7975a2929".
Changed file "mb.class" from "5e44e0abf08fdbeb13e66933c44286c2b12a621e" to "cd24954b84432829349f83896c3ff31285038550".
Changed file "mc.class" from "2dfa82381e9759a834b02897d7298694d722ed56" to "f2677b07beaddacef41ca00d51c474862bd20731".
Changed file "md.class" from "1765b390e5004ec47b2243f245aefc365eee09fd" to "c7d63d03eb74e96957f33aa67474e99bd303ceb0".
Changed file "me.class" from "eab08dff74adb1a2e5a2f8957cc56b2fd21023c9" to "d36ebbb77d15be27f956fb5f52bd5dfc728d1f61".
Changed file "mf.class" from "5aee280e2f645362159d0b2c1e3afcff82c55070" to "38aead2a1cac76f134ee517509f6e0bdc9d9e35a".
Changed file "mg.class" from "7dc52abdb78f7929fe58f91db8d2a295a8e68d1a" to "c559df1840982dac6060f23b185dd1d014ca2b65".
Changed file "mh.class" from "0f2b5f1e188f156c6d3ef96e0ffa5e0f779149dd" to "160b2fb9d825baf0b4ea01390b03a5139df792c2".
Changed file "mi.class" from "c53e8ec5bf57616be64dc0295d5a2a62d8cd04ac" to "977faa200f04110a9164ee8c87c7beb4fd29c064".
Changed file "mj.class" from "3a63540e391d9a326cb788206bd1967607779e28" to "e67fd2ec37326653f17d11cd7ddfce29ad674e8f".
Changed file "mk.class" from "a11314e9a4f8b797c830fc84b5d7cab67eeeb03b" to "ecf1248dc8cbc9223a260fd02477b5de6c384f11".
Changed file "ml.class" from "092684c3e1b4a95d651274660e284a7e867e2446" to "55183ab10c89d8faf80da39b1a5779fa5f5a8d9c".
Changed file "mm.class" from "a00e885baaa86cc77c18f6e987efafdcfd7aa9a4" to "69a30863ef1a8213941ee79abf9cb0ebfa3942d4".
Changed file "mn.class" from "fca7737bf48c3b18a386844e397f2643d68901e0" to "b4b8551eb904357c9684c15bd2745daac07dbf28".
Changed file "mo.class" from "3a2ef8dd71e9487bbe1b5d680694971ceb2ba653" to "1f1d29da8f65bc8a1cab4a11a2d3a14dfff4459b".
Changed file "mp.class" from "a949d10fcb2ef49a5866ffff7c5b59a6a221e10c" to "285463edd742395a81997f25e4753d8a0fa9ec5f".
Changed file "mq.class" from "cf19ba3421962d3cfb7bf78168677f61092ad1c5" to "1c7a875031638d18430d03c439978d68a4df364e".
Changed file "mr.class" from "17bcc4148a0fa824fa2bfc9217ea3bc45ec1f4e9" to "66f934356835fa70849c470a9ffda7ffc2b606d0".
Changed file "ms.class" from "37c536094fe552a02e0da7be47165c44cdaa25e0" to "947dba9c6d41b4d14f9456fac16bc6674062f770".
Changed file "mt.class" from "7d94b543c3d70927de43ad6f39e172dacc2958aa" to "9172ccb67fe443f3e3cae90dd6db64d287dd95fd".
Changed file "mu.class" from "582c7991e1cea2ef8ebcddf94c48b70ccb7d77d3" to "5c3222ba8d25095e41770e525fe675b917be0e21".
Changed file "mv.class" from "a3cc890f451544d9c04b09d78f9d7972531d6eb9" to "f095f38299935a19e1b3b0973836806090eb9eb6".
Added file "mw.class": "ed5f7e6affb585ce7ac6c46c3e9b07d3a563c974".
Changed file "net/minecraft/client/Minecraft.class" from "cfc6e36890a768b81e909c0c4911cc7aee752319" to "eddfc0d3ee6976c4ef2bc5ccedb43264f3217364".
Changed file "o.class" from "b04c6e58057a7a57b561c713ac1c54a6a22a32ae" to "ec13a966ad4af944f08670a443fac9c41ad5e9ee".
Changed file "p.class" from "8d05b930ef9cd789d1d42beb0060efd2007809f7" to "be7fb19c76a9dfa7a40beb9cc6dbc6c07ffabd6d".
Changed file "q.class" from "eff0ef902b63088a3662b385cc52250604065e55" to "7fbc569cba7116165f5445d77ef59f1f537c5f2b".
Changed file "r.class" from "1cae17ae15f91365d1733f73605ddea2fc049323" to "c32c93c729f93cdfc684a0763d5668364a8b635b".
Changed file "s.class" from "bf68a85147352e94d0fbf062a8df0a45d2b58f3d" to "d7aff0eca65e17218267811b1a97dfcda172a2bc".
Changed file "t.class" from "f442360b1653d6ac7a8ac724f2705ebe677597ba" to "c94e543d396c698c7f8ecbe5b61148127540b6a2".
Changed file "w.class" from "26d4e09c0ee0af9306e86cb795a4ec06587e4cf9" to "ca5b1b350e111d64c5f4e725328ee8f1dec99009".
Changed file "x.class" from "47285c2e28b0e5bfc2c774969464ab526f69f573" to "e27e0c11f09d05ec64989d73b409a08e8a2f5f76".
Changed file "z.class" from "36f429615229ee1d1c449afa114881344ff1e28d" to "f5eddfa735a0aad47d30f2ff89ca63f766ae7a90".
